City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Rio Branco,BR,-9.9747,-67.81,72.21,100,100,0.0,overcast clouds
453,Zhangye,CN,38.9342,100.4517,16.48,38,97,3.15,overcast clouds
454,Goundam,ML,16.4145,-3.6708,71.87,15,2,10.04,clear sky
455,Saint Cloud,US,45.5608,-94.1625,17.44,76,0,6.91,clear sky
456,Phonhong,LA,18.5007,102.4166,71.42,74,99,1.03,overcast clouds
457,Port Blair,IN,11.6667,92.75,68.04,88,40,0.0,mist
458,Lucapa,AO,-8.4192,20.7447,65.55,95,100,1.66,light rain
459,Kasangulu,CD,-4.5911,15.1708,71.29,94,56,3.11,broken clouds
460,Soledade,BR,-28.8183,-52.5103,62.71,94,0,6.69,clear sky
461,Constantine,DZ,36.365,6.6147,35.01,80,0,2.3,clear sky
462,Kungurtug,RU,50.5994,97.5228,-24.14,97,19,1.48,few clouds
463,Mabaruma,GY,8.2,-59.7833,71.73,91,85,3.0,overcast clouds
464,Hokitika,NZ,-42.7167,170.9667,68.95,59,2,5.93,clear sky
465,Krasnoselkup,RU,65.7,82.4667,3.81,94,100,9.15,overcast clouds
466,Slavyanka,RU,42.8633,131.3847,16.79,57,0,5.28,clear sky
467,Moses Lake,US,47.1301,-119.2781,31.6,86,100,3.44,mist
468,Kuytun,RU,54.3419,101.5036,-8.14,99,100,2.37,overcast clouds
469,Clarksburg,US,39.2807,-80.3445,30.31,58,75,3.44,broken clouds
470,Mbinga,TZ,-10.9333,35.0167,59.68,97,86,1.86,overcast clouds
471,Seagoville,US,32.6396,-96.5383,65.35,27,0,8.05,clear sky
472,Tyrma,RU,50.0833,132.1667,-12.55,94,55,0.81,broken clouds
473,Jiujiang,CN,29.7333,115.9833,39.79,76,100,3.09,overcast clouds
474,Dudinka,RU,69.4058,86.1778,-14.8,99,100,8.52,overcast clouds
475,Asfi,MA,32.2994,-9.2372,64.18,47,22,9.1,few clouds
476,Semirom,IR,31.4167,51.5667,20.07,76,15,4.34,few clouds
477,Kualakapuas,ID,-3.0091,114.3876,84.36,72,100,2.1,overcast clouds
478,Gimli,CA,50.6336,-96.9907,14.02,79,100,12.66,overcast clouds
479,Teknaf,BD,20.8624,92.3058,57.49,67,70,7.78,broken clouds
480,Tautira,PF,-17.7333,-149.15,86.02,75,97,11.25,light rain
481,Chalons-En-Champagne,FR,48.9539,4.3672,42.87,98,100,10.87,overcast clouds
482,Kruisfontein,ZA,-34.0033,24.7314,64.89,96,100,3.13,overcast clouds
483,Palmer,US,42.1584,-72.3287,11.86,68,0,0.0,clear sky
484,Kitimat,CA,54.0524,-128.6534,36.91,66,100,3.74,overcast clouds
485,Muros,ES,42.7762,-9.0603,51.84,77,0,6.87,clear sky
486,Christchurch,NZ,-43.5333,172.6333,72.48,64,57,8.99,broken clouds
487,Bunia,CD,1.5667,30.25,70.63,42,100,2.51,overcast clouds
488,Gushikawa,JP,26.3544,127.8686,58.62,60,100,9.22,overcast clouds
489,Mayo,US,38.8876,-76.5119,31.19,60,100,3.0,overcast clouds
490,Vyartsilya,RU,62.1764,30.693,19.04,94,100,7.4,light snow
491,Kaeo,NZ,-35.1,173.7833,72.32,81,100,14.94,overcast clouds
492,Sampit,ID,-2.5333,112.95,79.32,72,100,1.81,overcast clouds
493,Nortelandia,BR,-14.4547,-56.8028,72.27,98,100,6.15,overcast clouds
494,Bongandanga,CD,1.5,21.05,68.36,36,100,1.32,overcast clouds
495,Cherskiy,RU,68.75,161.3,-28.52,99,32,1.61,scattered clouds
496,Hofn,IS,64.2539,-15.2082,27.1,47,100,19.75,overcast clouds
497,Lukovetskiy,RU,64.2956,41.9211,15.78,97,100,3.89,light snow
498,Usinsk,RU,65.9939,57.5281,9.45,94,100,11.61,overcast clouds
499,Damghan,IR,36.1683,54.348,33.03,44,0,1.81,clear sky
500,Oranjemund,NA,-28.55,16.4333,65.73,88,100,6.11,overcast clouds
501,Stepnogorsk,KZ,52.3544,71.8869,10.44,92,98,14.27,overcast clouds
502,Caravelas,BR,-17.7125,-39.2481,79.41,84,100,11.43,overcast clouds
503,Honningsvag,NO,70.9821,25.9704,34.03,58,100,15.3,light snow
504,Ancud,CL,-41.8697,-73.8203,53.42,70,32,7.96,scattered clouds
505,Chapais,CA,49.7834,-74.8492,-7.82,93,98,6.73,overcast clouds
506,Ucluelet,CA,48.9329,-125.5528,44.1,85,100,8.01,overcast clouds
507,Effingham,US,32.3669,-81.3332,50.45,56,0,7.47,clear sky
508,Tevaitoa,PF,-16.7833,-151.5,80.67,71,10,10.94,clear sky
509,Nizhniy Kuranakh,RU,58.8353,125.4869,-8.57,98,100,3.38,overcast clouds
510,Narowal,PK,32.1,74.8833,48.18,69,6,2.44,clear sky
511,Colon,PA,9.3592,-79.9014,79.45,67,1,11.99,clear sky
512,Lerwick,GB,60.1545,-1.1494,39.2,98,100,2.68,overcast clouds
513,Mandera,KE,3.9366,41.867,76.37,28,100,7.16,overcast clouds
514,Yeppoon,AU,-23.1333,150.7333,87.58,67,47,10.33,scattered clouds
515,Itarema,BR,-2.9248,-39.9167,79.16,83,100,11.86,overcast clouds
516,Port Shepstone,ZA,-30.7414,30.455,72.46,85,100,11.68,overcast clouds
517,Novobiryusinskiy,RU,56.9578,97.7076,-8.97,100,83,0.76,broken clouds
518,Korla,CN,41.7597,86.1469,22.87,58,100,3.49,overcast clouds
519,Dhemaji,IN,27.4833,94.5833,50.07,64,7,3.98,clear sky
520,Dublin,US,37.7021,-121.9358,60.71,66,0,3.0,clear sky
521,Lavrentiya,RU,65.5833,-171.0,-6.16,92,13,3.76,few clouds
522,Bahia Honda,CU,22.9036,-83.1592,57.0,69,1,8.03,clear sky
523,Santa Rosa,PH,14.3122,121.1114,86.09,67,76,13.98,broken clouds
524,Vestmanna,FO,62.1564,-7.1664,32.92,51,75,27.63,broken clouds
525,Tromso,NO,69.6496,18.957,24.82,68,40,3.0,scattered clouds
526,Khor,RU,47.8861,134.9464,-14.78,98,61,3.11,broken clouds
527,Sekoma,BW,-24.4,23.8833,66.99,90,100,11.61,moderate rain
528,Ayagoz,KZ,47.9714,80.4392,4.57,100,99,1.5,overcast clouds
529,Novyy Urengoy,RU,66.0833,76.6333,-0.18,98,100,7.14,overcast clouds
530,Moron,AR,-34.6534,-58.6198,80.98,58,8,3.0,clear sky
531,Antsohihy,MG,-14.8796,47.9875,74.82,93,33,3.27,scattered clouds
532,Rodeo,US,38.033,-122.2669,60.19,72,0,1.99,clear sky
533,Iqaluit,CA,63.7506,-68.5145,-25.31,74,0,5.01,clear sky
534,Strezhevoy,RU,60.7333,77.5889,8.58,96,100,9.04,overcast clouds
535,Baghdad,IQ,33.3406,44.4009,40.91,70,0,4.61,clear sky
536,Pine Bluff,US,34.2284,-92.0032,51.87,50,0,5.01,clear sky
537,Pyu,MM,18.4833,96.4333,59.4,69,79,2.21,broken clouds
538,Tres De Maio,BR,-27.7733,-54.24,76.71,51,33,3.76,scattered clouds
539,Salta,AR,-24.7859,-65.4117,71.89,74,40,5.75,scattered clouds
540,Nassau,US,40.7507,-73.5829,24.93,64,0,1.99,clear sky
541,Egvekinot,RU,66.3167,-179.1667,0.77,69,81,7.96,broken clouds
542,Kampong Cham,KH,11.9934,105.4635,77.79,74,15,8.5,few clouds
543,Maragogi,BR,-9.0122,-35.2225,78.39,82,29,6.46,scattered clouds
544,Sao Gabriel,BR,-30.3364,-54.32,72.9,63,0,9.4,clear sky
545,Puerto Leguizamo,CO,-0.1934,-74.7819,81.19,61,100,2.51,overcast clouds
546,Pudozh,RU,61.8099,36.5345,15.49,93,100,6.55,overcast clouds
547,Chumikan,RU,54.7183,135.315,-0.58,80,100,19.37,overcast clouds
548,Coxquihui,MX,20.1833,-97.5833,64.89,88,86,2.26,overcast clouds
549,Dolores,AR,-36.3132,-57.6792,68.77,71,92,2.15,light rain
550,Horodok,UA,49.1637,26.5839,37.22,91,100,20.89,overcast clouds
551,Canete,CL,-37.8,-73.4,54.36,75,4,8.57,clear sky
552,Keetmanshoop,NA,-26.5833,18.1333,74.32,73,69,5.75,broken clouds
553,Salym,RU,60.0625,71.4789,4.75,96,100,5.26,overcast clouds
554,Jaru,BR,-10.4389,-62.4664,71.55,97,100,2.95,overcast clouds
555,Hualmay,PE,-11.0964,-77.6139,70.7,84,100,9.46,overcast clouds
556,Launceston,AU,-41.45,147.1667,80.62,57,14,3.0,few clouds
557,Minsk Mazowiecki,PL,52.1794,21.5725,36.25,83,100,24.81,light snow
558,Cuenca,EC,-2.8833,-78.9833,57.33,88,75,8.05,broken clouds
559,Prince Albert,CA,53.2001,-105.7677,22.95,93,75,4.61,broken clouds
560,Banjar,ID,-8.19,114.9675,84.06,82,100,3.67,overcast clouds
561,Mundo Nuevo,MX,18.7,-95.5,68.47,82,10,7.11,clear sky
562,Penzance,GB,50.1186,-5.5371,48.88,79,100,23.33,overcast clouds
563,Tilichiki,RU,60.4667,166.1,18.52,83,100,8.88,overcast clouds
564,Zeya,RU,53.75,127.2667,0.0,72,27,2.55,scattered clouds
565,Ilulissat,GL,69.2167,-51.1,-8.77,74,14,11.39,few clouds
566,Tocopilla,CL,-22.092,-70.1979,66.81,74,13,4.81,few clouds
567,Ipora,BR,-16.4419,-51.1178,68.79,97,100,5.19,overcast clouds
568,Fernandopolis,BR,-20.2839,-50.2464,70.92,91,100,7.2,moderate rain
569,Tura,IN,25.5198,90.2201,50.92,62,0,3.56,clear sky
570,Bonnyville,CA,54.2668,-110.735,28.2,97,100,2.35,overcast clouds
571,Aguai,BR,-22.0594,-46.9786,67.87,98,100,3.6,light rain
572,Port Hueneme,US,34.1478,-119.1951,67.15,58,0,6.91,clear sky
573,Hamilton,US,39.1834,-84.5333,31.84,71,20,1.01,few clouds
574,Basar,IN,27.9833,94.6667,44.06,80,5,2.26,clear sky
575,Byron Bay,AU,-28.65,153.6167,86.11,68,47,9.84,scattered clouds
576,Joue-Les-Tours,FR,47.3522,0.6691,43.14,81,75,6.91,broken clouds
577,Araguaina,BR,-7.1911,-48.2072,71.69,94,32,2.77,scattered clouds
578,Chanika,TZ,-5.4167,38.0167,69.24,98,100,2.55,light rain
579,Coolum Beach,AU,-26.5333,153.1,85.33,79,53,8.97,broken clouds
580,Pisco,PE,-13.7,-76.2167,71.65,56,75,5.75,broken clouds
581,Margherita,IN,27.2833,95.6833,49.48,79,7,1.97,clear sky
582,Tosya,TR,41.0155,34.0401,24.58,91,100,3.89,overcast clouds
583,Benguela,AO,-12.5763,13.4055,75.49,82,100,4.0,overcast clouds
584,Shipunovo,RU,52.1582,82.2173,0.32,98,80,5.01,broken clouds
585,Ruzhyn,UA,49.7228,29.2046,30.49,89,100,21.09,overcast clouds
586,Faya,SA,18.3851,42.4509,52.32,71,10,4.63,clear sky
587,Marystown,CA,47.1666,-55.1483,36.86,100,100,5.99,overcast clouds
588,Koungou,YT,-12.7336,45.2042,76.71,88,0,3.44,clear sky
589,Payo,ID,-3.7508,103.6372,75.54,93,100,0.47,overcast clouds
590,Bisho,ZA,-32.8472,27.4422,65.55,93,100,4.25,overcast clouds
591,Vallenar,CL,-28.5708,-70.7581,67.91,62,0,3.49,clear sky
592,Ahtopol,BG,42.1,27.95,39.67,71,16,11.59,few clouds
593,Safaga,EG,26.7292,33.9365,58.96,45,100,9.4,overcast clouds
594,Muroto,JP,33.2833,134.15,48.24,49,3,14.32,clear sky
595,Ketchikan,US,55.3422,-131.6461,35.58,93,100,5.75,mist
596,San Fernando,PH,15.0286,120.6898,84.22,71,97,7.25,overcast clouds
597,Sistranda,NO,63.7256,8.834,32.9,72,100,8.28,overcast clouds
598,Touros,BR,-5.1989,-35.4608,79.7,79,1,10.33,clear sky
599,Abha,SA,18.2164,42.5053,52.05,76,0,11.5,clear sky
600,Kahului,US,20.8947,-156.47,84.22,54,20,16.11,few clouds
601,Kuala Kedah,MY,6.1,100.3,80.58,94,20,3.44,few clouds
602,Limoges,FR,45.75,1.3333,43.36,75,100,5.75,overcast clouds
603,Mulege,MX,26.8833,-111.9833,64.04,44,99,5.55,overcast clouds
604,Nazarovo,RU,56.0064,90.3914,-14.44,96,42,3.67,scattered clouds
605,Zhezkazgan,KZ,47.8043,67.7144,19.38,93,100,2.24,overcast clouds
606,De-Kastri,RU,51.4667,140.7833,-1.95,94,100,12.21,overcast clouds
607,Pimenta Bueno,BR,-11.6725,-61.1936,71.06,99,100,2.51,overcast clouds
608,Ostrovnoy,RU,68.0531,39.5131,6.73,97,97,7.96,overcast clouds
609,Yushan,CN,31.3776,120.9543,43.99,56,18,2.39,few clouds
610,Zhangjiakou,CN,40.81,114.8794,12.76,56,55,15.43,snow
611,Manggar,ID,-2.8833,108.2667,82.13,72,100,8.3,overcast clouds
612,Maniitsoq,GL,65.4167,-52.9,7.79,73,100,16.28,overcast clouds
613,San Luis,AR,-33.295,-66.3356,77.16,35,45,14.5,scattered clouds
614,Kemijarvi,FI,66.7131,27.4306,-1.25,99,99,2.42,overcast clouds
615,Luderitz,NA,-26.6481,15.1594,64.18,90,66,10.11,broken clouds
616,Watertown,US,42.3709,-71.1828,17.01,71,0,6.91,clear sky
617,Maneadero,MX,31.7167,-116.5667,60.1,77,0,1.01,clear sky
618,Emerald,AU,-23.5333,148.1667,87.35,49,47,9.4,scattered clouds
619,Nalut,LY,30.3333,10.85,41.31,53,0,1.07,clear sky
620,Sabang,ID,5.8933,95.3214,80.89,76,95,7.87,overcast clouds
621,Omsukchan,RU,62.5333,155.8,-12.86,98,83,6.13,broken clouds
622,Toledo,ES,39.8333,-4.0,48.07,32,0,3.98,clear sky
623,Nantucket,US,41.2835,-70.0995,21.31,54,0,11.5,clear sky
624,Kumla,SE,59.1277,15.1434,30.15,55,0,8.05,clear sky
625,Sabha,LY,27.0377,14.4283,44.67,52,0,6.73,clear sky
626,Ennis,IE,52.8436,-8.9864,46.33,76,75,14.97,broken clouds
627,Karangampel,ID,-6.4622,108.4519,79.2,84,100,7.43,overcast clouds
628,Itapora,BR,-22.0799,-54.7874,72.16,93,0,4.81,clear sky
629,Conceicao Do Araguaia,BR,-8.2578,-49.2647,72.79,94,100,3.29,overcast clouds
630,Campo Verde,BR,-20.4167,-54.0667,76.21,94,100,8.32,overcast clouds
631,Amapa,BR,1.0,-52.0,71.11,99,100,2.21,overcast clouds
632,Bobrovytsya,UA,50.75,31.3833,33.67,96,100,13.65,light snow
633,Tezu,IN,27.9167,96.1667,51.64,52,3,3.42,clear sky
634,Buchanan,LR,5.8808,-10.0467,78.8,88,1,2.26,clear sky
635,San Jose Del Palmar,CO,4.9742,-76.2283,71.26,99,100,0.83,overcast clouds
636,Valmiera,LV,57.5411,25.4275,30.16,96,100,10.76,light snow
637,Boguchany,RU,58.3814,97.4531,-11.61,100,100,0.67,overcast clouds
638,Kamaishi,JP,39.2667,141.8833,29.35,47,83,10.76,broken clouds
639,Vilhena,BR,-12.7406,-60.1458,68.11,99,100,4.5,overcast clouds
640,Ocos,GT,14.5094,-92.1933,81.73,67,31,6.24,scattered clouds
641,Khovu-Aksy,RU,51.1333,93.6,-16.73,86,2,4.14,clear sky
642,Ust-Omchug,RU,61.15,149.6333,-6.5,97,100,8.1,overcast clouds
643,Aasiaat,GL,68.7098,-52.8699,-9.13,96,90,10.33,overcast clouds
644,Statesboro,US,32.4488,-81.7832,50.31,40,0,4.61,clear sky
645,Zhanaozen,KZ,43.3,52.8,38.19,66,100,13.62,overcast clouds
646,Pathein,MM,16.7833,94.7333,65.23,74,26,5.1,scattered clouds
647,Richards Bay,ZA,-28.783,32.0377,70.5,88,100,6.11,overcast clouds
648,Mwinilunga,ZM,-11.7358,24.4293,62.6,98,100,3.36,overcast clouds
649,Xuddur,SO,4.1213,43.8894,66.63,71,99,14.0,overcast clouds
650,Winslow,US,35.0242,-110.6974,48.38,43,0,0.0,clear sky
651,Turbat,PK,26.0023,63.044,65.57,57,0,1.57,clear sky
652,Burgeo,CA,47.6167,-57.6152,26.94,75,100,26.93,overcast clouds
653,Aykhal,RU,66.0,111.5,-22.47,100,56,4.16,broken clouds
654,Ojinaga,MX,29.5667,-104.4167,68.95,32,0,0.0,clear sky
655,Marihatag,PH,8.7936,126.2969,81.19,74,100,2.21,overcast clouds
656,Vokhtoga,RU,58.8147,41.0461,15.46,95,100,7.43,overcast clouds
657,Dondo,MZ,-19.6094,34.7431,70.41,91,0,2.35,clear sky
658,Mehamn,NO,71.0357,27.8492,29.3,72,77,10.09,snow
659,Kamyshin,RU,50.0983,45.416,22.35,98,100,7.05,light snow
660,Kota Kinabalu,MY,5.9749,116.0724,82.38,83,20,3.44,few clouds
661,Vitim,RU,59.4511,112.5578,-5.17,98,100,3.85,overcast clouds
662,Mamurras,AL,41.5775,19.6922,28.54,80,0,3.44,clear sky
663,Staicele,LV,57.8364,24.75,28.38,95,100,12.33,light snow
664,Yatou,CN,37.15,122.3833,38.39,63,99,13.67,overcast clouds
665,Qaqortoq,GL,60.7167,-46.0333,18.1,86,100,19.75,snow
666,Darovskoy,RU,58.77,47.9564,3.43,100,100,3.78,overcast clouds
667,Abapo,BO,-18.8333,-63.4667,69.8,49,0,2.01,clear sky
668,Dakar,SN,14.6937,-17.4441,70.68,79,100,21.88,overcast clouds
669,Shushtar,IR,32.0455,48.8567,46.33,38,91,3.38,overcast clouds
670,Hope,US,33.6671,-93.5916,53.65,46,10,3.47,clear sky
671,Ust-Kuyga,RU,70.0167,135.6,-36.98,100,95,3.98,overcast clouds
672,Marfino,RU,55.7028,37.3822,26.55,92,75,8.95,light snow
673,Falesti,MD,47.5736,27.7092,39.06,66,99,22.08,overcast clouds
674,Elkhart,US,41.5823,-85.8344,27.03,73,100,0.0,overcast clouds
675,Vydrino,RU,51.485,104.8461,0.99,88,86,2.3,overcast clouds
676,Chicama,PE,-7.8447,-79.1469,64.94,76,100,6.15,overcast clouds
677,Bristol,US,41.8334,-71.1662,17.42,64,0,1.99,clear sky
678,Rancho Palos Verdes,US,33.7445,-118.387,66.51,64,0,1.01,clear sky
679,Tabug,PH,18.0343,120.5488,76.44,73,75,2.3,broken clouds
680,New Delhi,IN,28.6128,77.2311,50.16,93,0,0.0,fog
